feature,weight
gene_0,0.010649981
gene_1,0.028746499
gene_2,0.010974509
gene_3,0.0015430701
gene_4,0.02836183
gene_5,0.006327849
gene_6,0.00038474088
gene_7,0.0027021298
gene_8,0.015145708
gene_9,0.011231658
gene_10,0.013422147
gene_11,0.017706523
gene_12,0.012081853
gene_13,0.007009402
gene_14,0.023169661
gene_15,1.2081068e-07
gene_16,0.0009996485
gene_17,0.00029095777
gene_18,0.45050514
gene_19,0.03659513
gene_20,0.036550183
gene_21,0.00017109016
gene_22,0.016806226
gene_23,0.010317516
gene_24,2.0236346e-05
gene_25,0.012158081
gene_26,0.009526159
gene_27,0.01623209
gene_28,0.0167619
gene_29,0.12205654
gene_30,0.46656942
gene_31,0.018793931
gene_32,0.0018380275
gene_33,0.043261107
gene_34,0.0016110888
gene_35,0.024064636
gene_36,0.014078458
gene_37,0.018294312
gene_38,0.006076599
gene_39,0.026335055
gene_40,0.0009740452
gene_41,0.011789155
gene_42,0.0002941673
gene_43,0.005463298
gene_44,0.00097165734
gene_45,0.024515882
gene_46,0.00096552866
gene_47,0.013511043
gene_48,9.601001e-05
gene_49,0.014168854
gene_50,0.009062655
gene_51,0.0032940393
gene_52,0.011059638
gene_53,0.0035366872
gene_54,0.014566422
gene_55,0.01264225
gene_56,0.009342962
gene_57,0.011456137
gene_58,0.02661334
gene_59,0.0062925583
gene_60,0.01871407
gene_61,0.076955475
gene_62,0.07437668
gene_63,0.0075084413
gene_64,0.02926195
gene_65,0.001974842
gene_66,0.027543418
gene_67,0.07144268
gene_68,0.008042936
gene_69,9.549148e-05
gene_70,0.00039033283
gene_71,0.014696356
gene_72,0.03709607
gene_73,0.003823104
gene_74,0.014501584
gene_75,0.04589126
gene_76,0.00010281509
gene_77,0.018047152
gene_78,0.011418162
gene_79,0.008844286
gene_80,0.008475261
gene_81,0.04047226
gene_82,0.015097902
gene_83,0.02584622
gene_84,0.050954234
gene_85,0.0008961835
gene_86,6.8574154e-05
gene_87,0.035229262
gene_88,0.07066423
gene_89,0.044219546
gene_90,0.047211904
gene_91,0.062067572
gene_92,0.043287948
gene_93,0.03626785
gene_94,0.6316267
gene_95,0.0013263287
gene_96,0.0046184985
gene_97,0.00097375596
gene_98,0.081656806
gene_99,0.032593444
gene_100,0.021026457
gene_101,0.0014648063
gene_102,0.025026685
gene_103,0.012561902
gene_104,0.007149425
gene_105,0.03276904
gene_106,0.0010412415
gene_107,0.011057627
gene_108,0.020167345
gene_109,0.0014087133
gene_110,0.019082323
gene_111,0.015621922
gene_112,0.010714531
gene_113,0.0047812588
gene_114,0.009309629
gene_115,0.012924191
gene_116,0.013003212
gene_117,0.04721048
gene_118,0.025212223
gene_119,0.03263223
gene_120,0.0021521922
gene_121,0.010352469
gene_122,0.13455987
gene_123,0.031847917
gene_124,0.0012592283
gene_125,0.020161832
gene_126,0.019042319
gene_127,0.020755325
gene_128,0.015001741
gene_129,0.04309042
gene_130,0.005132533
gene_131,0.00025557145
gene_132,0.01883197
gene_133,0.20087792
gene_134,0.01132199
gene_135,0.019389678
gene_136,0.019048436
gene_137,0.0017853779
gene_138,0.014137615
gene_139,0.002185173
gene_140,0.013123786
gene_141,0.013184188
gene_142,0.11964619
gene_143,0.006401323
gene_144,0.010072785
gene_145,0.023152791
gene_146,0.008593889
gene_147,0.017333372
gene_148,0.15468816
gene_149,0.008856791
gene_150,0.01545005
gene_151,0.0161254
gene_152,0.0077889
gene_153,0.022542361
gene_154,0.00043179528
gene_155,0.004101463
gene_156,0.023955273
gene_157,0.004409837
gene_158,0.011440737
gene_159,0.053257417
gene_160,0.016785838
gene_161,0.014592156
gene_162,0.022878425
gene_163,0.003917695
gene_164,0.0063053877
gene_165,0.022148719
gene_166,0.0004244076
gene_167,0.004254399
gene_168,0.006990894
gene_169,0.0007629276
gene_170,0.0027987643
gene_171,0.0069142887
gene_172,0.029580407
gene_173,0.0052022696
gene_174,0.012506419
gene_175,0.002454337
gene_176,0.0079079075
gene_177,0.030799992
gene_178,0.019309614
gene_179,0.028879851
gene_180,0.21626607
gene_181,0.02021137
gene_182,0.011207929
gene_183,0.024668206
gene_184,0.02446286
gene_185,0.018746931
gene_186,0.015576237
gene_187,0.028192108
gene_188,0.013467826
gene_189,0.0070603797
gene_190,0.01274086
gene_191,0.0038765878
gene_192,0.019902943
gene_193,0.0002821917
gene_194,0.0052113296
gene_195,0.009955526
gene_196,0.026379367
gene_197,0.022874175
gene_198,0.0014927377
gene_199,0.028368568
gene_200,0.011571507
gene_201,0.0028546648
gene_202,0.021359628
gene_203,0.17627974
gene_204,0.0018016737
gene_205,0.010242509
gene_206,0.009798753
gene_207,0.01914202
gene_208,0.02074639
gene_209,0.0042235036
gene_210,0.009427828
gene_211,0.025080357
gene_212,0.013644855
gene_213,0.0033301127
gene_214,0.010646093
gene_215,0.002550387
gene_216,0.096287996
gene_217,0.029009039
gene_218,0.04292327
gene_219,0.41622862
gene_220,0.26373276
gene_221,0.13572723
gene_222,0.0030227117
gene_223,0.009688428
gene_224,0.010342268
gene_225,0.0009877341
gene_226,0.006008473
gene_227,0.042048477
gene_228,0.018903608
gene_229,0.028557882
gene_230,0.02264097
gene_231,0.39447665
gene_232,0.015188857
gene_233,0.005092529
gene_234,0.05691928
gene_235,0.008333884
gene_236,0.00021036131
gene_237,0.0062263543
gene_238,0.00094088644
gene_239,0.010114779
gene_240,0.008772902
gene_241,0.024363106
gene_242,0.0024385778
gene_243,0.00019259097
gene_244,0.034597892
gene_245,0.014433944
gene_246,0.014914483
gene_247,0.020426676
gene_248,0.0109719625
gene_249,0.00019679121
gene_250,0.030473646
gene_251,0.00021983612
gene_252,0.068095714
gene_253,0.0070454977
gene_254,0.0011803234
gene_255,0.0032710887
gene_256,0.011945219
gene_257,0.014345126
gene_258,0.027296826
gene_259,0.0046339184
gene_260,0.00025877904
gene_261,0.0069216085
gene_262,0.005898482
gene_263,0.05214266
gene_264,0.0132021615
gene_265,0.00030505098
gene_266,0.013414355
gene_267,0.013183015
gene_268,0.00167319
gene_269,0.009240339
gene_270,0.03152206
gene_271,0.03722691
gene_272,0.016128616
gene_273,0.017629104
gene_274,0.010975933
gene_275,0.008341783
gene_276,0.024652155
gene_277,0.0004862289
gene_278,0.0044949525
gene_279,0.043105796
gene_280,0.02385358
gene_281,0.011787778
gene_282,0.020586882
gene_283,0.0069708
gene_284,0.0033881492
gene_285,0.002800885
gene_286,0.012735481
gene_287,0.0050048963
gene_288,0.00066027086
gene_289,0.053342927
gene_290,0.004152619
gene_291,0.02279371
