feature,weight
Functional_Sal,0.061755527
Functional_Sev,0.12627555
Functional_Typ,0.1625644
FireplaceQu_Ex,0.057189494
FireplaceQu_Fa,0.02299987
FireplaceQu_Gd,0.010612572
FireplaceQu_NotApplicable,0.10073122
FireplaceQu_Po,0.026157694
FireplaceQu_TA,0.046172455
GarageType_2Types,0.024318183
GarageType_Attchd,0.06860484
GarageType_Basment,0.10370834
GarageType_BuiltIn,0.07696384
GarageType_CarPort,0.09636847
GarageType_Detchd,0.060945574
GarageType_NotApplicable,0.011322043
GarageFinish_Fin,0.07722416
GarageFinish_NotApplicable,0.1178772
GarageFinish_RFn,0.020731373
GarageFinish_Unf,0.008580654
GarageQual_Ex,0.10934804
GarageQual_Fa,0.09276259
GarageQual_Gd,0.038309757
GarageQual_NotApplicable,0.038811956
GarageQual_Po,0.050738715
GarageQual_TA,0.0181456
GarageCond_Ex,0.032484863
GarageCond_Fa,0.076054715
GarageCond_Gd,0.06329793
GarageCond_NotApplicable,0.028690718
GarageCond_Po,0.015452836
GarageCond_TA,0.11535
PavedDrive_N,0.054144382
PavedDrive_P,0.11582188
PavedDrive_Y,0.10077673
PoolQC_Ex,0.12930709
PoolQC_Fa,0.120364286
PoolQC_Gd,0.035360176
PoolQC_NotApplicable,0.08216109
PoolQC_TA,0.077399254
Fence_GdPrv,0.10060766
Fence_GdWo,0.040819347
Fence_MnPrv,0.08298886
Fence_MnWw,0.048225842
Fence_NotApplicable,0.09740336
SaleType_COD,0.0059589064
SaleType_CWD,0.07469626
SaleType_Con,0.13790134
SaleType_ConLD,0.005594034
SaleType_ConLI,0.076772355
SaleType_ConLw,0.010695881
SaleType_New,0.11069621
SaleType_Oth,0.09784602
SaleType_VWD,0.12658387
SaleType_WD ,0.013563628
SaleCondition_Abnorml,0.020509886
SaleCondition_AdjLand,0.11778393
SaleCondition_Alloca,0.11984687
SaleCondition_Family,0.03681488
SaleCondition_Normal,0.13890538
SaleCondition_Partial,0.16271539
